,username,full_text,tweet_clean,english_text,label
50,bernamadotcom,Betulkah kecerdasan buatan (A.I) mampu menjejaskan kerjaya dalam bidang kreatif seperti pereka grafik penyunting visual dan penyampai berita? Ikuti temubual BERNAMA bersama pengamal media tempatan dalam membuka ruang idea baharu tentang hala tuju industri media. #BernamaNews https://t.co/FS3485u5bf,kecerdasan buatan ai menjejaskan kerjaya bidang kreatif pereka grafik penyunt visual penyampai berita ikuti temubu bernama pengam media tempatan membuka ruang idea baharu hala tuju industri media bernamanew,artificial intelligence ai explains career creative field graphic designer visual editor news presenter join meeting named local media player opens new ideas space new direction media industry,positive
51,MOHEOfficial,#KongsiKPT MALAYSIA DUDUKI TANGGA KE-23 DARI SEGI KESEDIAAN DALAM TEKNOLOGI KECERDASAN BUATAN (AI) Baca lanjut di : https://t.co/jGmmqw0WpU @ZambryOfficial @MustaphaSakmud_ @DrZainiUjang #MalaysiaMADANI https://t.co/o4L1dp56zM,kongsikpt malaysia duduki tangga segi kesediaan teknolog kecerdasan buatan ai baca malaysiamadani,kongsikpt malaysia tops the ladder in terms of availability of artificial intelligence technology ai read malaysiamadani,negative
52,HendriansyahRea,Dengan memanfaatkan kecerdasan buatan BTN memperkuat posisinya sebagai pemimpin dalam menghadapi tantangan digital di industri perbankan. #btnjakim #btnmelesat https://t.co/1SXIbX9eU1,memanfaatkan kecerdasan buatan btn memperkuat posisinya pemimpin menghadapi tantangan digit industri perbankan btnjakim btnmelesat,"Leveraging artificial intelligence, BTN strengthens its leadership position in facing the banking industry's digital challenges, BTN continues to accelerate",negative
53,nawabinekanews,Apple dikabarkan akan memamerkan fitur baru untuk sistem operasi iOS 18 saat WWDC 2024 mendatang antara lain emoji yang dihasilkan oleh kecerdasan buatan (AI) hingga kustomisasi aplikasi. #ios18 #apple https://t.co/zVeWuekAdc,appl dikabarkan memamerkan fitur sistem operasi io wwdc emoji dihasilkan kecerdasan buatan ai kustomisasi aplikasi io appl,appl reportedly showcases io operating system features wwdc emoji generated artificial intelligence ai app customization io appl,negative
54,501Awani,Sistem Meta sendiri akan mengimbas mengikut pelbagai piawaian penjana kecerdasan buatan. #AWANInews #AWANI745 https://t.co/hobTM8uyFl,sistem meta mengimba mengikut pelbagai piawaian penjana kecerdasan buatan awaninew awani,The meta system draws on the various skills of artificial intelligence generator CloudinewCloudi,negative
55,XavierNaxa,iOS 18 bakal mencipta sejarah sebagai iOS pertama yang menyokong Kecerdasan buatan (AI) sepenuhnya. Namun bukan semua pengguna akan menggunakan fitur tersebut sepermainan aplikasi yang telah terbina sekarang seperti Jurnal Freeform dan lain-lain.,io mencipta sejarah io menyokong kecerdasan buatan ai sepenuhnya pengguna fitur sepermainan aplikasi terbina jurnal freeform lainlain,io creates history io supports artificial intelligence ai fully user game features built apps freeform journals others,negative
56,HendriansyahRea,Dengan memanfaatkan kecerdasan buatan BTN memperluas jangkauan layanan perbankan dan meningkatkan aksesibilitas bagi semua kalangan masyarakat. #btn #hgcthi https://t.co/1SXIbX9eU1,memanfaatkan kecerdasan buatan btn memperlua jangkauan layanan perbankan meningkatkan aksesibilita kalangan masyarakat btn hgcthi,"Utilizing BTN's artificial intelligence to expand the reach of banking services, increasing accessibility among the BTN hgcthi community",negative
57,detiklogistik,SCI: Penerapan Kecerdasan Buatan untuk Meningkatkan Kinerja Industri Logistik https://t.co/reqPDMJeaQ #logistik #news https://t.co/RjJPPcMC0E,sci penerapan kecerdasan buatan meningkatkan kinerja industri logistik logistik news,sci the application of artificial intelligence improves the performance of the logistics industry logistics news,negative
58,501Awani,Semasa teknologi kecerdasan buatan (AI) boleh membantu banyak perkara dalam kehidupan seharian pada masa yang sama ia juga boleh disalah guna. #AWANInews #AWANI745 https://t.co/suMWkzWp5E,teknolog kecerdasan buatan ai membantu perkara kehidupan seharian disalah awaninew awani,artificial intelligence technology ai helps with everyday life matters in awaninew awani,negative
59,cmslbn,Perdana Menteri YAB Dato' Seri Anwar Ibrahim berkata peruntukan itu selaras dengan seruan agar warga media turut sama mendalami dan menguasai penggunaan teknologi termasuk Kecerdasan Buatan (AI) ketika menjalankan tugasan mereka. #MalaysiaMADANI #JabatanPenerangan,perdana menteri yab dato seri anwar ibrahim peruntukan selara seruan warga media mendalami menguasai penggunaan teknolog kecerdasan buatan ai menjalankan tugasan malaysiamadani jabatanpenerangan,"Prime Minister Yab Dato Seri Anwar Ibrahim said that following the call of members of the media, they will learn to master the use of AI artificial intelligence technology in carrying out their duties in Malaysia.",negative
60,hmetromy,#Kuching Semua pertubuhan dan pengamal media mesti mula bergerak pantas seiring dengan ledakan kepesatan kemajuan teknologi kecerdasan buatan (Al) atau menanggung risiko 'tersungkur' angkara pihak yang tidak bertanggungjawab. https://t.co/awhyiQMCqZ,kuch pertubuhan pengam media mesti bergerak seir ledakan kepesatan kemajuan teknolog kecerdasan buatan al menanggung risiko tersungkur angkara bertanggungjawab,The media industry must move along with the explosive speed of advances in artificial intelligence technology and run the risk of falling foul of responsibility.,negative
61,tvOneNews,Menkes Budi Gunadi Sadikin Bahas Teknologi Radiologi Berbasis Kecerdasan Buatan Bersama Samsung: Menteri Kesehatan (Menkes) Budi Gunadi Sadikin melakukan pertemuan dengan pihak Samsung Electronics. https://t.co/TRNv0OQJNv https://t.co/TAz2NxCPSS,menk budi gunadi sadikin baha teknolog radiolog berbasi kecerdasan buatan samsung menteri kesehatan menk budi gunadi sadikin pertemuan samsung electron,Minister of Health Minister Budi Gunadi Sadikin on Samsung Artificial Intelligence-Based Radiologist Technologist Minister of Health Minister of Health Minister Budi Gunadi Sadikin Samsung Electron Meeting,negative
62,hmetromy,#Kuching Kecerdasan buatan (AI) membawa cabaran hebat dalam evolusi dunia kewartawanan kerana ia akan menguji integriti laporan yang dihebahkan. https://t.co/yZwtCTqp7W,kuch kecerdasan buatan ai membawa cabaran hebat evolusi dunia kewartawanan kerana menguji integr laporan dihebahkan,Kuch AI artificial intelligence brings a great challenge to the evolution of the world of journalism because testing the integrity of reports is presented,positive
63,HendriansyahRea,Dengan memanfaatkan kecerdasan buatan BTN mempercepat proses layanan perbankan dan meningkatkan kepuasan nasabah secara keseluruhan. #btn #hgcthi https://t.co/1SXIbX9eU1,memanfaatkan kecerdasan buatan btn mempercepat prose layanan perbankan meningkatkan kepuasan nasabah btn hgcthi,"Utilizing BTN's artificial intelligence to speed up the banking service process, increasing BTN's customer satisfaction",negative
64,HendriansyahRea,Dengan memanfaatkan kecerdasan buatan BTN mengubah cara tradisional layanan perbankan dengan menghadirkan solusi-solusi inovatif yang lebih modern. #btnmelesat #btnjakim https://t.co/1SXIbX9eU1,memanfaatkan kecerdasan buatan btn mengubah tradision layanan perbankan menghadirkan solusisolusi inovatif modern btnmelesat btnjakim,"Leveraging artificial intelligence, BTN transforms traditional banking services, presenting modern innovative solutions, BTN makes BTNjakim a success",positive
65,BuletinTV3,KECERDASAN BUATAN | Semua pihak terutamanya dalam sektor pendidikan perlu membina ekosistem kecerdasan buatan (AI) yang mantap bagi memperkukuh penggunaan teknologi itu dalam negara. https://t.co/3jJiMEN1Sc,kecerdasan buatan terutamanya sektor pendidikan membina ekosistem kecerdasan buatan ai mantap memperkukuh penggunaan teknolog negara,"artificial intelligence, especially the education sector, is building an AI ecosystem that is steadily strengthening the use of state technology",negative
66,Metro_TV,Menteri Komunikasi dan Informatika #BudiArieSetiadi mengatakan Microsoft Corporation (@Microsoft) berencana mencetak 840 ribu digital talent khusus keahlian kecerdasan buatan atau artificial intelligence (AI) di Indonesia selama empat tahun. https://t.co/Xy6yZJ4nLb,menteri komunikasi informatika budiariesetiadi microsoft corpor berencana mencetak ribu digit talent khusu keahlian kecerdasan buatan artifici intellig ai indonesia,Minister of Communication and Informatics Budiariesetiadi Microsoft Corp plans to produce thousands of digits of talent specifically for artificial intelligence skills in Indonesia.,negative
67,pacmannai,Iya nih lagi musim nyebut kecerdasan buatan/AI. Big Data/Data Raksasa sebagai jargon sudah tergantikan. ,iya nih musim nyebut kecerdasan buatanai big datadata raksasa jargon tergantikan,"Yes, this is the season to mention artificial intelligence, big data, giant data, the jargon is replaced",negative
68,e100ss,Indonesia Kembali Ajak China Kolaborasi dan Berinvestasi Kembangkan Kecerdasan Buatan https://t.co/5IRo3n3atD,indonesia ajak china kolaborasi berinvestasi kembangkan kecerdasan buatan,Indonesia invites China to collaborate to invest in developing artificial intelligence,negative
69,AINN_ID, Rekap Perjalanan AILayer Sebagai infrastruktur modular pertama untuk #Bitcoin #Layer2 yang menggunakan kecerdasan buatan (#AI) kami terus berinovasi sambil merenungkan perjalanan luar biasa yang telah kita lalui bersama. https://t.co/7bYo9UNZbI,rekap perjalanan ailay infrastruktur modular bitcoin layer kecerdasan buatan ai berinovasi merenungkan perjalanan lalui,recap the journey ailay modular infrastructure bitcoin layer artificial intelligence ai innovate reflect on the journey through,negative
70,501Awani,Tanya AI: Melestarikan bidang kewartawanan dalam era kecerdasan buatan #AWANInews #AWANI745 https://t.co/GcNQbywF53,ai melestarikan bidang kewartawanan era kecerdasan buatan awaninew awani,ai preserves the field of journalism in the era of artificial intelligence cloudinew cloudi,negative
71,voaindonesia,Dengan kemunduran besar militer mereka dalam beberapa tahun terakhir para pendukung kelompok teror ISIS semakin mengandalkan kecerdasan buatan (AI) untuk menyampaikan propaganda daring kata para pakar. https://t.co/DMXKe3wxs5,kemunduran milit pendukung kelompok teror isi mengandalkan kecerdasan buatan ai propaganda dare pakar,"The decline of the military supporting terror groups relies on artificial intelligence, AI and expert propaganda",negative
72,temponewsroom,Alat sadap yang diimpor ke Indonesia menyasar pengguna telepon seluler. Ada yang menggunakan teknologi kecerdasan buatan. #MajalahTempo https://t.co/lYPWHcMVdF,alat sadap diimpor indonesia menyasar pengguna telepon selul teknolog kecerdasan buatan majalahtempo,"Spying device imported from Indonesia targeting cell phone users, artificial intelligence technology magazinetempo",negative
73,Metro_TV,Para pejabat Amerika Serikat (AS) menyampaikan kekhawatiran atas penyalahgunaan kecerdasan buatan yang dilakukan Tiongkok dalam pembicaraan bilateral formal pertama mereka mengenai masalah ini. Kekhawatiran meningkat di kalangan pejabat AS mengenai akses Tiongkok terhadap https://t.co/RKQCGD0qMD,pejabat amerika serikat as kekhawatiran penyalahgunaan kecerdasan buatan tiongkok pembicaraan bilater formal kekhawatiran meningkat kalangan pejabat as aks tiongkok,US officials fear China's abuse of artificial intelligence in formal bilateral talks concerns are rising among US officials and Chinese officials,negative
74,Metro_TV,Wali Kota Solo Gibran Rakabuming Raka bersama NVIDIA berencana akan membangun sekolah yang mempelajari kecerdasan buatan atau artificial intelligence di Solo Techno Park. #gibran #walikotasolo #solotechnopark #nvidia #ai #artificialintelligence @gibran_tweet @nvidia https://t.co/uCwYHWHcPN,wali kota solo gibran rakabum raka nvidia berencana membangun sekolah mempelajari kecerdasan buatan artifici intellig solo techno park gibran walikotasolo solotechnopark nvidia ai artificialintellig,mayor of solo gibran rakabum raka nvidia plans to build a school to study artificial intelligence artifici intellig solo techno park gibran mayorsolo solotechnopark nvidia ai artificialintellig,negative
75,tvOneNews,Tantangan dan Gaya Hidup di Tengah Perkembangan AI Layanan Ini Mulai Manfaatkan Kecerdasan Buatan Permudah Bisnis: Artificial Intellegence (AI) atau kecerdasan buatan makin membuat adanya tantangan dan gaya hidup masyarakat mesti berubah. Dunia bisnis https://t.co/OEzP6vSckK https://t.co/zacGuFfY9I,tantangan gaya hidup perkembangan ai layanan manfaatkan kecerdasan buatan permudah bisni artifici intelleg ai kecerdasan buatan tantangan gaya hidup masyarakat mesti berubah dunia bisni,lifestyle challenges AI development services utilizing artificial intelligence makes business easier artificial intelligence AI artificial intelligence lifestyle challenges society must change the world of business,negative
76,dartoiwan,Manfaatkan AI utk kesejahteraan manusia. #ai #artificial #intelligence #kecerdasan #buatan #data #it #ti #infomasi #teknologi #regulasi #kemenkominfo #kominfo #sistem #cyber #security #PromptEngineering https://t.co/QinYUFtgJH,manfaatkan ai utk kesejahteraan manusia ai artifici intellig kecerdasan buatan data it ti infomasi teknolog regulasi kemenkominfo kominfo sistem cyber secur promptengin,utilize AI for human welfare AI artifici intelligence artificial intelligence data it ti information technology regulation kemenkominfo comminfo system cyber secur promptengin,negative
77,Harian_Jogja,Grab Uji Coba Inovasi Kecerdasan Buatan Terbaru di GrabFood https://t.co/8YbahWIYHn #beritajogja #jogja #jogjaistimewa https://t.co/g9jmihYmJK,grab uji coba inovasi kecerdasan buatan terbaru grabfood beritajogja jogja jogjaistimewa,grab trial of the latest artificial intelligence innovation grabfood Beritajogja Jogja Jogjaistimewa,negative
78,TirtoID,Kala Kecerdasan Buatan Merasuk ke Ranah Percintaan Kita https://t.co/Jzpy8Q0Lzu,kecerdasan buatan merasuk ranah percintaan,Artificial intelligence is entering the realm of romance,negative
79,XavierNaxa,Apple semakin terkebelakang dalam dunia kecerdasan buatan (AI). OpenAI dan Google mula menawarkan ChatGPT 4o serta Gemini yang pintar sedangkan Apple masih tersekat pada SIRI walaupun mereka terawal mendalami dunia AI. https://t.co/nSpgAmKaU9,appl terkebelakang dunia kecerdasan buatan ai openai googl menawarkan chatgpt o gemini pintar appl tersekat siri teraw mendalami dunia ai,backward appl artificial intelligence world ai openai googl offers chatgpt o smart gemini blocked appl teraw siri deep dive into ai world,negative
80,501Awani,Dengan langkah ini ia mungkin mengurangkan sedikit kos operasi untuk menjalankan kecerdasan buatan yang selalunya memerlukan kuasa pemprosesan tinggi. #AWANInews #AWANI745 https://t.co/LyW0CDL7wM,langkah mengurangkan ko operasi menjalankan kecerdasan buatan selalunya kuasa pemprosesan awaninew awani,steps to reduce co-operation running artificial intelligence always cloud processing power new cloud,negative
