full_text,tweet_clean,english_text,label
@AliyyRizz927 1. generative ai tidak berproses kreatif mereka mempelajari dataset dalam jumlah besar foto orang duduk jutaaan kemudian ambil pola visual oh nggambar orang duduk gini berdasarkan peta pola pixelnya. Tidak ada proses melihat merenung memberikan makna. dataset direduksi,generative ai proses kreatif ajar dataset jumlah besar foto orang duduk jutaaan kemudian ambil pola visual nggambar orang duduk gin dasar peta pola pixelnya proses lihat renung beri makna dataset reduksi,generative ai creative process teaching dataset large number of photos of people sitting millions then take a visual pattern of drawing people sitting gin basic maps of pixel patterns The process of seeing the meaning of the Dataset reduction,positive
@AsahPolaPikir Yg berhubungan dengan trias politica. Karena mereka akan membuat kebijakan yang menguntungkan mereka sendiri yaitu tidak akan pernah digantikan oleh AI. Masalah pekerjaan lain seperti illustrator atau writer digantikan dengan AI mereka sudah tidak peduli.,yg hubung trias politica buat bijak untung sendiri pernah ganti ai masalah kerja illustrator writer ganti ai peduli,"the one who connected the trias politica for wisely profit itself has changed the problem of the work of illustrator writers, replace the care of",positive
Pernah dicurhatin sama temen seorang dosen Dia bilang lebih dari setengah mahasiswa dia selalu pake AI buat ngerjain tugas Ditegur tidak diluluskan tapi tetep gak kapok. Ada yang malah jadi pake joki tugas/skripsi ,pernah dicurhatin sama temen orang dosen bilang lebih tengah mahasiswa selalu pake ai buat ngerjain tugas tegur lulus tetep gak kapok malah jadi pake joki tugasskripsi,Docurhatin has been the same as the dosen people say that the students have always been to work with the task of passing the tetep and not even the jockey jockey.,neutral
Selain alim artinya mengetahui atau berilmu AI ini juga punya adab. Lihat betapa tawaduk ia mengakui fatwa akhir tetap harus dari ulama meskipun faktanya hafalan hadisnya lebih banyak daripada mereka.,alim arti tahu beril ai punya adab lihat betapa tawaduk aku fatwa akhir tetap ulama meski fakta hafal hadis lebih banyak,Alim Meaning Tofu Beril Ai owned Adab see how tawaduk I am the final fatwa still the ulama despite the facts of memorizing the hadith more,positive
@Strategi_Bisnis AI itu emang dibutuhin emang. Asal tidak terlalu disruptif dan cause exploitation for human labors. AI emang gak bisa fully replacing human because they don't have that complexity of decision making plus CREATIVITY like us human.,ai emang dibutuhin emang asal terlalu disruptif cause exploitation for human labors ai emang gak fully replacing human because they dont have that complexity of decision making plus creativity like us human,"Ai is really needed as long as it's too disruptive to cause exploitation for human labors, Ai is not fully replacing human because they have had that complexity of decision making plus creativity like us",positive
@SinarOnline AI kecergasan buatan langkah penjimatan guna tenaga manusia. Inilah kesannya. Ramai akan diberhentikan pekerjaan.,ai cergas buat langkah jimat tenaga manusia ini kesan ramai henti kerja,Ai is active in the process of saving manpower,negative
Masalah kesehatan saat ini : Sistem kesehatan BPJS spt asuransi kesehatan bukan jaminan kesehatan rakyat suai tujuannya shg banyak syarat yg harus dipenuhi ketika pasien ingin mendapatkan pelayanan kesehatan. Terutama yg membuat rumit adalah Sistem rujukan BPJS berjenjang.,masalah sehat sistem sehat bpjs spt asuransi sehat bukan jamin sehat rakyat suai tuju shg banyak syarat yg penuh pasien dapat layan sehat utama yg buat rumit sistem rujuk bpjs jenjang,Healthy Problems Healthy System BPJS SPT HEALTHY Insurance is not guaranteed healthy people with a need for many requirements that are full,positive
Mengungkap Dahsyatnya Kekuatan AI: Masa Depan dan Pengaruhnya di Kehidupan https://t.co/8OwpituGBQ via @YouTube,ungkap dahsyat kuat ai masa depan pengaruh hidup via,Strong Dahsyat AI The future influence of life via,positive
@mamamedusaaa @izudinsyafi96 @nikakmal00 @Ap0k4L1p5 Bagi pendapat saya Teknologi AI sama macam zaman dulu bila mana banyak pekerja hilang kerja digantikan dengan mesin. Apa boleh buat adapt dengan kemajuan mesin dan tambahkan kemahiran untuk tidak ketinggalan.,dapat teknologi ai sama macam zaman dulu bila mana banyak kerja hilang kerja ganti mesin apa buat adapt maju mesin tambah mahir tinggal,can be the same technology as in the past when many work lost job alternate machine what to adapt to skilled machine,positive
@ismailfahmi Kalau cocokologi macam itu mah saya usul.. AI itu sebenarnya berasal dari bhs Jepang ai yg artinya cinta karena penemunya itu seorang wibu yg gagal menemukan cinta alami dan akhirnya beralih ke cinta thd makhluk artifisial bernama Waifu (diconnect pakai WiFi),kalau cocokologi macam mah usul ai benar asal bhs jepang ai yg arti cinta temu orang wibu yg gagal temu cinta alami akhir alih cinta thd makhluk artifisial nama waifu diconnect pakai wifi,if it matches the kind of proper proper AI origin from Japanese AI who means love meeting people who failed to meet natural love ending over the artificial creatures of waifu names diconnect using wifi,positive
Bukan pongrekunnya deng tp dharma-kun. Ajir skrg dia blg AI alias artificial intelligence adalah alat mata2 krn iNteLLegEnT trus skrg dia dukung mas pram jd capres dan mau jd staf ahli apeeeeeeehhhh wkwkwk,bukan pongrekunnya deng tp dharmakun ajir skrg blg ai alias artificial intelligence alat mata krn intellegent trus skrg dukung mas pram jd capres mau jd staf ahli apeeeeeeehhhh wkwkwk,"not the pongrekun with but dharmakun is now right now, aka artificial intelligence of eye tools because of intelligence then support mas pram jd candidates want to be an expert staff apeeeeeeehhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhh",negative
Di era informasi yg melimpah kita disuguhi lautan data dan opini. Tapi di balik algoritma dan kecanggihan teknologi seringkali tersembunyi metodologi yg lemah dan logika yg cacat. Tanpa landasan filosofi yg kokoh dan pengujian empiris yg ketat konten digital yg kita konsumsi,era informasi yg limpah suguh laut data opini balik algoritma canggih teknologi seringkali sembunyi metodologi yg lemah logika yg cacat landas filosofi yg kokoh uji empiris yg ketat konten digital yg konsumsi,The abundant era of information on the sea of ​​sea opinion on advanced algorithm technology often hidden weak methodology that is a solid philosophical shells that are strict empirical tests,positive
Sebagian besar tantangan dalam AI adalah bagaimana mengembangkan sistem yang tidak hanya mampu mengolah data dengan cepat tetapi juga dapat memahami konteks dan memfilter informasi yang tidak relevan. Ulasan Mohamad Rachmat Randhani: https://t.co/2XlpiVOygY,bagi besar tantang ai bagaimana kembang sistem mampu olah data cepat paham konteks filter informasi relevan ulas mohamad rachmat randhani,For big challenges how the system flowers are able to quickly process data to understand the context of the filter information relevant relevant Mohamad Rachmat Randhani,positive
@_GarudaHitam_ @mosmarth @PartaiSocmed 1. Ga ada yang takut 2. AI ga terinspirasi dia ditrain pake data karya manusia yg dimasukin tanpa izin dan lisensi 3. Ga ada yg nolak kemajuan zaman. Ini soal etik saja. 4. Mungkin nanti situ bisa implan AI di otak biar biar ga kalah sama artist beneran. XD,ga takut ai ga inspirasi ditrain pake data karya manusia yg dimasukin izin lisensi ga yg nolak maju zaman soal etik mungkin situ implan ai otak biar biar ga kalah sama artist beneran xd,"I'm not afraid that AI is not inspiring using the data of human work that is entered by license permits that do not refuse to advance the ethics about ethics, there may be the implant of the brain so that it does not lose to the real artist xD",positive
Kita semua yg buat AI tambah baik dia naik taraf dia. Bg laju dia punya proses. Bg kuat ingatan bg cerdik bijak pandai. Siapa yg salah. Kita semua org yg membangunkan generasi AI yg malas utk berfikir kritikal malas nak mengingati memori yg ada. Malas utk bekerja. Masing2,semua yg buat ai tambah baik naik taraf bg laju punya proses bg kuat ingat bg cerdik bijak pandai siapa yg salah semua org yg bangun generasi ai yg malas utk berfikir kritikal malas nak ingat memori yg malas utk kerja masing,Everyone who makes it improves upgrades to the speed of the process of remembering the clever cleverness of who is the one who wakes up the lazy generation to think critically to remember the lazy memory for their work,negative
@ismailfahmi Tanya pendapat dari AI nya langsung Dalam gambar yang kamu kirimkan Dharma Pongrekun berpendapat bahwa AI (Artificial Intelligence) berasal dari kata intelijen dan menyebutnya sebagai mata-mata buatan yang digunakan untuk mengawasi manusia. Pendapat ini tampaknya,tanya dapat ai nya langsung gambar kamu kirim dharma pongrekun dapat ai artificial intelligence asal kata intelijen sebut matamata buat guna awas manusia dapat tampak,Ask you can get the AI ​​directly the picture you send Dharma Pongrekun can be AI Artificial Intelligence from the word intelligence.,negative
Kita ini keliru fokus. AI itu bukan ancaman langsung ke dompet lo atau ke hak lo untuk ngopi di pinggir jalan. Ancaman yang lebih serius itu ketika pemerintah gagal melihat masalah dasar banjir tahunan yang belum kelar transportasi publik yang setengah-setengah dan orang masih,keliru fokus ai bukan ancam langsung dompet lo hak lo ngopi pinggir jalan ancam lebih serius perintah gagal lihat masalah dasar banjir tahun kelar transportasi publik setengahsetengah orang,wrong focus ai not direct threaten your wallet is the right to the side of the roadside threat more seriously the command fails to see the basic problem of flooding the year of public transportation half of the people,negative
Di satu sisi ada rasa iba karena karir mereka terancam oleh AI. AI memang meresahkan karena gegara ini korporat punya alasan untuk cut spending. Di sisi lain ada rasa puas karena karma mulai berefek ke karir mereka. Terlalu banyak minta yang seharusnya gak perlu diminta.,satu sisi rasa iba karir ancam ai ai memang resah gegara korporat punya alas cut spending sisi rasa puas karma mulai efek karir terlalu banyak minta gak perlu minta,"One side of the sense of compassion career threatened Ai Ai, indeed the Corporate State Has Cut Cut Spending, the satisfied side of karma began to have too many career effects asking for no need to ask",positive
Ga salah kok. AI ini kan mengkolek data. Tiap prompt chat voice yang kita kirim di aplikasi AI itu didata untuk machine learning AInya dan pengembangannya. Cloudnya di mana? Di luar. Data kita itu disimpen behavior orang kita terbaca dari cara kita menggunakan AI.,ga salah kok ai kan kolek data tiap prompt chat voice kirim aplikasi ai data machine learning ainya kembang cloudnya mana luar data disimpen behavior orang baca cara guna ai,"I'm not mistaken, how come the data collect is every prompt chat voice, send the AI ​​Data Machine Learning application, the cloud flower.",neutral
ㅤ AI bukan cuma tentang teknologi canggih. 𝘛𝘩𝘦𝘳𝘦 𝘢𝘳𝘦 𝘳𝘦𝘢𝘭 𝘦𝘵𝘩𝘪𝘤𝘢𝘭 𝘤𝘰𝘯𝘤𝘦𝘳𝘯𝘴 𝘣𝘪𝘢𝘴 𝘪𝘯 𝘢𝘭𝘨𝘰𝘳𝘪𝘵𝘩𝘮𝘴 𝘱𝘳𝘪𝘷𝘢𝘤𝘺 𝘪𝘴𝘴𝘶𝘦𝘴 𝘢𝘯𝘥 𝘵𝘩𝘦 𝘱𝘰𝘵𝘦𝘯𝘵𝘪𝘢𝘭 𝘮𝘪𝘴𝘶𝘴𝘦 𝘰𝘧 𝘈𝘐 𝘣𝘺 𝘵𝘩𝘦 𝘸𝘳𝘰𝘯𝘨 𝘩𝘢𝘯𝘥𝘴. ㅤㅤ, ai bukan cuma teknologi canggih                     ,AI is not just sophisticated technology,positive
Sudah saya katakan Al itu sangat berbahaya bagi manusia tapi ada technology anti al Potensi Risiko Bencana AI di Depan Mata Pakar Ungkap Cara Cegahnya https://t.co/wCDT68k5Iu,kata al sangat bahaya manusia technology anti al potensi risiko bencana ai depan mata pakar ungkap cara cegah,the word al is very dangerous human technology anti,negative
Jadi apa itu AI? AI secara umum tidak dirancang secara inheren untuk menjadi alat mata-mata. AI adalah teknologi yang diciptakan untuk menyelesaikan berbagai tugas berdasarkan data dan algoritma seperti pengenalan pola pengambilan keputusan otomatis atau pemrosesan bahasa,jadi apa ai ai umum rancang inheren jadi alat matamata ai teknologi cipta selesai bagai tugas dasar data algoritma kenal pola ambil putus otomatis pemrosesan bahasa,So what is the general ai designing inherent so the tools of the copyright technology are completed as the basic task of the algorithm data knows the pattern of taking the language processing automatically the language processing,positive
@ismailfahmi Kekuatan utama evolusi-seleksi alam- digantikan oleh teknologi baru tingkat dewa seperti AI. Kekuatan destruktif adalah kita sendiri.,kuat utama evolusiseleksi alam ganti teknologi baru tingkat dewa ai kuat destruktif sendiri,The main strong evolusissection of the natural selection of new technologies in the level of god AI is strong destructive itself,positive
Ismail Fahmi bilang AI sebenarnya adalah alat bantu yang diciptakan untuk menyelesaikan masalah seseorang berbasis teknologi. Bukan sekadar untuk mata-mata seperti kata Dharman Pongrekun. Bos Drone Emprit Sentil Pongrekun Sebut AI Alat Mata-mata https://t.co/5NK8A80TfH,ismail fahmi bilang ai benar alat bantu cipta selesai masalah orang bas teknologi bukan sekadar matamata kata dharman pongrekun bos drone emprit sentil pongrekun sebut ai alat matamata,"Ismail Fahmi said that AI is true that the copyright tool is finished, the problem of the Bas Technology is not just the word Dharman Pongrekun Boss Drone Emprit Pongrekun Call AI Matamata tools",positive
@NenkMonica Teknologi AI salah satu senjata ampuh untuk merusak sistem otak secara normal. Lima tahun kedepan generasi Z tdk akan mempercayai yg dirinya sendiri dan ornag lain Di brunei peringatan keras utk warganya menggunakan kecerdasan buatan ini,teknologi ai salah satu senjata ampuh rusak sistem otak normal lima tahun depan generasi z tdk percaya yg diri sendiri ornag brunei ingat keras utk warga guna cerdas buat,AI technology is one of the powerful weapons damaged by the normal brain system in the next five years the generation Z does not believe that the person itself is loudly remembering for residents to be smart for,positive
